"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"1430","32-0327","32-0327",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,2.85,0.55,1.8,0.83,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.85,0.55,336599.52,4169892.62,3110.91,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1431","32-0327","32-0327",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.85,0.55,2.1,0.98,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",2.85,0.55,336599.52,4169892.62,3110.91,"","","","Lauren Walker","","","","","2020-11-02",""
"1432","32-0338","32-0338",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.1,3.05,0.3,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.1,3.05,336596.77,4169895.12,3109.85,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1433","32-0338","32-0338",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.1,3.05,0.4,0.09,NA,NA,20,NA,NA,NA,NA,"",NA,"East","W",0.1,3.05,336596.77,4169895.12,3109.85,"","","","Lauren Walker","","","","","2020-11-02",""
"1434","32-0339","32-0339",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.1,3.05,0.8,0.26,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.1,3.05,336596.77,4169895.12,3109.85,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1435","32-0339","32-0339",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.1,3.05,0.9,0.89,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.1,3.05,336596.77,4169895.12,3109.85,"","","","Lauren Walker","","","","","2020-11-02",""
"1436","32-0340","32-0340",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.85,4.3,1.1,0.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.85,4.3,336597.52,4169896.37,3110.22,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1437","32-0340","32-0340",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.85,4.3,1.3,0.54,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.85,4.3,336597.52,4169896.37,3110.22,"","","","Lauren Walker","","","","","2020-11-02",""
"1438","32-0341","32-0341",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,0.85,4.3,1.1,0.4,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.85,4.3,336597.52,4169896.37,3110.22,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1439","32-0341","32-0341",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.85,4.3,1.3,0.58,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.85,4.3,336597.52,4169896.37,3110.22,"","","","Lauren Walker","","","","","2020-11-02",""
"1440","32-0344","32-0344",1,"2014-10-10","R32","PILO",NA,2014,6,1,"A",2018,NA,NA,NA,NA,7,4.14,1.3,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7,4.15,336603.67,4169896.21,3112.43,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1441","32-0345","32-0345",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,7.05,4.29,1.9,1.3,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.05,4.3,336603.72,4169896.36,3112.43,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1442","32-0345","32-0345",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.05,4.29,2.1,1.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.05,4.3,336603.72,4169896.36,3112.43,"","","","Lauren Walker","","","","","2020-11-02",""
"1443","32-0349","32-0349",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,7.31,6.09,1.6,0.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.3,6.1,336603.98,4169898.16,3112.77,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1444","32-0349","32-0349",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.31,6.09,1.7,0.3,NA,NA,NA,NA,NA,NA,NA,"Aphid20",NA,"East","W",7.3,6.1,336603.98,4169898.16,3112.77,"","","","Lauren Walker","","","","","2020-11-02",""
"1445","32-0369","32-0369",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,1.66,12.27,3.2,0.58,NA,0,NA,18,NA,NA,NA,"",NA,"East","W",1.65,12.28,336598.33,4169904.34,3110.56,"","","Broken stem","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1446","32-0369","32-0369",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.66,12.27,3.5,0.74,NA,0,NA,18,NA,NA,NA,"",NA,"East","W",1.65,12.28,336598.33,4169904.34,3110.56,"","","","Lauren Walker","","","","","2020-11-02",""
"1447","32-0385","32-0385",1,"2014-10-10","R32","PIFL",NA,2014,68,1,"A",2016,NA,NA,0.8,NA,1.66,14.79,1.3,0.75,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.65,14.8,336598.33,4169906.86,3110.61,"","","Tag and tree collected","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1448","32-0386","32-0386",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,6.12,13.92,1.5,1.13,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",6.11,13.93,336602.79,4169905.99,3111.94,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1449","32-0386","32-0386",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.12,13.92,1.5,2,NA,NA,NA,NA,NA,NA,NA,"",1.35,"East","W",6.11,13.93,336602.79,4169905.99,3111.94,"","","","Lauren Walker","","","","","2020-11-02",""
"1450","32-0388","32-0388",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,6.47,14.69,1.5,0.74,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",6.46,14.7,336603.14,4169906.76,3112.32,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1451","32-0388","32-0388",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.47,14.69,1.6,0.91,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",6.46,14.7,336603.14,4169906.76,3112.32,"","","","Lauren Walker","","","","","2020-11-02",""
"1452","32-0389","32-0389",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,6.42,14.69,2.3,1.28,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",6.41,14.7,336603.09,4169906.76,3112.32,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1453","32-0389","32-0389",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.42,14.69,2.6,1.56,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",6.41,14.7,336603.09,4169906.76,3112.32,"","","","Lauren Walker","","","","","2020-11-02",""
"1454","32-0415","32-0415",1,"2014-10-10","R32","PIFL",NA,2014,62,1,"A",2018,2018,NA,NA,NA,11.2,4.54,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",11.2,4.55,336607.87,4169896.61,3113.92,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1455","32-0416","32-0416",1,"2014-10-10","R32","PIFL",NA,2014,62,1,"A",2018,2018,NA,NA,NA,11.2,4.54,0.3,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",11.2,4.55,336607.87,4169896.61,3113.92,"","","","Katie Hogan","Nichole Novak","Drew Foster","","","2015-02-09",""
"1456","32-0442","32-0442",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,19.4,15.66,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.58,16.1,336616.07,4169907.73,3117.77,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1457","32-0442","32-0442",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.4,15.66,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",0.58,16.1,336616.07,4169907.73,3117.77,"","","","Lauren Walker","","","","","2020-11-02",""
"1458","32-0464","32-0464",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.21,5.07,0.4,0.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.81,5.53,336610.88,4169897.14,3115.1,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1459","32-0464","32-0464",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.21,5.07,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.81,5.53,336610.88,4169897.14,3115.1,"","","","Lauren Walker","","","","","2020-11-02",""
"1460","32-0465","32-0465",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.22,5.08,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.81,5.53,336610.89,4169897.15,3115.1,"2018","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1461","32-0465","32-0465",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.22,5.08,0.6,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.81,5.53,336610.89,4169897.15,3115.1,"2018","","","Lauren Walker","","","","","2020-11-02",""
"1462","32-0466","32-0466",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,17.16,4.66,0.4,0.13,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.86,5.11,336613.83,4169896.73,3116.38,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1463","32-0466","32-0466",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.16,4.66,0.6,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.86,5.11,336613.83,4169896.73,3116.38,"","","","Lauren Walker","","","","","2020-11-02",""
"1464","32-0469","32-0469",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.56,2.48,2.3,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.47,2.94,336611.23,4169894.55,3115.45,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1465","32-0469","32-0469",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.56,2.48,3,1.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.47,2.94,336611.23,4169894.55,3115.45,"","","","Lauren Walker","","","","","2020-11-02",""
"1466","32-0470","32-0470",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.56,2.54,2.7,1.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.47,3,336611.23,4169894.61,3115.45,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1467","32-0470","32-0470",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.56,2.54,3.1,1.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",5.47,3,336611.23,4169894.61,3115.45,"","","","Lauren Walker","","","","","2020-11-02",""
"1468","32-0472","32-0472",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1469","32-0472","32-0472",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Lauren Walker","","","","","2020-11-02",""
"1470","32-0473","32-0473",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1471","32-0473","32-0473",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Lauren Walker","","","","","2020-11-02",""
"1472","32-0474","32-0474",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1473","32-0474","32-0474",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.3,0.07,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Lauren Walker","","","","","2020-11-02",""
"1474","32-0475","32-0475",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1475","32-0475","32-0475",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.6,0.19,0.5,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.44,0.64,336615.27,4169892.26,3117.09,"","","","Lauren Walker","","","","","2020-11-02",""
"1476","32-0478","32-0478",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,7.81,9.26,1.1,0.68,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.19,9.75,336604.48,4169901.33,3112.77,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1477","32-0478","32-0478",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.81,9.26,1.4,0.78,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.19,9.75,336604.48,4169901.33,3112.77,"","","","Lauren Walker","","","","","2020-11-02",""
"1478","32-0479","32-0479",1,"2014-10-10","R32","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.73,12.51,1.4,1.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.26,12.98,336610.4,4169904.58,3115.06,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1479","32-0479","32-0479",6,"2020-08-10","R32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.73,12.51,2,1.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.26,12.98,336610.4,4169904.58,3115.06,"","","","Lauren Walker","","","","","2020-11-02",""
"1480","32-0480","32-0480",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,13.23,7.28,0.7,0.52,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.78,7.75,336609.9,4169899.35,3115.11,"","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1481","32-0480","32-0480",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.23,7.28,0.8,0.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.78,7.75,336609.9,4169899.35,3115.11,"","","","Lauren Walker","","","","","2020-11-02",""
"1482","32-0481","32-0481",1,"2014-10-10","R32","PILO",NA,2014,1,1,"A",NA,NA,NA,NA,NA,14.87,4.91,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.26,5.11,336611.54,4169896.98,3114.31,"Dist.Azm.2018","","","Nichole Novak","Drew Foster","Katie Hogan","","","2015-02-09",""
"1483","32-0481","32-0481",6,"2020-08-10","R32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.87,4.91,0.5,0.08,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",8.26,5.11,336611.54,4169896.98,3114.31,"Dist.Azm.2018","","","Lauren Walker","","","","","2020-11-02",""
"1484","32-0498","32-0498",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.53,13.45,0.25,0.09,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.17,14.54,336603.28,4169886.03,3110.03,"","","","James Lutz","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1485","32-0498","32-0498",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.53,13.45,0.3,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",7.17,14.54,336603.28,4169886.03,3110.03,"","","","Lauren Walker","","","","","2020-11-02",""
"1486","32-0502","32-0502",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.88,15.4,1.6,0.41,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.31,16.86,336606.63,4169887.98,3111.51,"","","","James Lutz","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1487","32-0502","32-0502",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.88,15.4,1.8,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.31,16.86,336606.63,4169887.98,3111.51,"","","","Lauren Walker","","","","","2020-11-02",""
"1488","32-0503","32-0503",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.44,14.49,1.3,0.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.96,15.99,336607.19,4169887.07,3111.51,"","","","James Lutz","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1489","32-0503","32-0503",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.44,14.49,1.5,0.59,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.96,15.99,336607.19,4169887.07,3111.51,"","","","Lauren Walker","","","","","2020-11-02",""
"1490","32-0504","32-0504",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.86,13.74,1.9,0.68,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.21,17.71,336606.61,4169886.32,3111.82,"DX.DY in 2018","","","James Lutz","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1491","32-0504","32-0504",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.86,13.74,2.5,0.87,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.21,17.71,336606.61,4169886.32,3111.82,"DX.DY in 2018","","","Lauren Walker","","","","","2020-11-02",""
"1492","32-0505","32-0505",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.46,15.47,3.1,0.87,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.88,16.99,336607.21,4169888.05,3111.82,"","","","James Lutz","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1493","32-0505","32-0505",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.46,15.47,3.1,1.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",10.88,16.99,336607.21,4169888.05,3111.82,"","","","Lauren Walker","","","","","2020-11-02",""
"1494","32-0509","32-0509",1,"2015-06-20","Q32","PIFL",0.7,2015,1,1,"A",NA,NA,NA,NA,NA,10.71,16.64,3.2,1.65,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.02,18,336605.46,4169889.22,3111.2,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1495","32-0509","32-0509",6,"2020-08-10","Q32","PIFL",1.1,2020,1,1,"A",NA,NA,NA,NA,NA,10.71,16.64,3.7,1.84,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",9.02,18,336605.46,4169889.22,3111.2,"","","","Lauren Walker","","","","","2020-11-02",""
"1496","32-0518","32-0518",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,1.85,17.4,1.7,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.14,17.89,336596.6,4169889.98,3109,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1497","32-0518","32-0518",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.85,17.4,1.8,0.85,NA,NA,NA,NA,NA,NA,NA,"Aphid20",NA,"East","W",0.14,17.89,336596.6,4169889.98,3109,"","","","Lauren Walker","","","","","2020-11-02",""
"1498","32-0523","32-0523",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.36,13.25,1.4,0.42,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.98,15.22,336612.11,4169885.83,3112.73,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1499","32-0523","32-0523",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.36,13.25,1.7,0.47,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.98,15.22,336612.11,4169885.83,3112.73,"","","","Lauren Walker","","","","","2020-11-02",""
"1500","32-0524","32-0524",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.04,12.99,0.9,0.28,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.68,14.92,336611.79,4169885.57,3112.73,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1501","32-0524","32-0524",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.04,12.99,0.1,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.68,14.92,336611.79,4169885.57,3112.73,"","","","Lauren Walker","","","","","2020-11-02",""
"1502","32-0525","32-0525",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.04,12.97,0.8,0.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.69,14.9,336611.79,4169885.55,3112.73,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1503","32-0525","32-0525",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.04,12.97,0.9,0.33,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.69,14.9,336611.79,4169885.55,3112.73,"","","","Lauren Walker","","","","","2020-11-02",""
"1504","32-0526","32-0526",1,"2015-06-20","Q32","PIFL",NA,2015,0,1,"A",2020,NA,NA,NA,NA,16.46,12.8,1,0.29,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.13,14.67,336611.21,4169885.38,3112.4,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1505","32-0527","32-0527",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.44,12.76,1.6,0.43,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.11,14.63,336611.19,4169885.34,3112.4,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1506","32-0527","32-0527",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.44,12.76,2,0.49,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.11,14.63,336611.19,4169885.34,3112.4,"","","","Lauren Walker","","","","","2020-11-02",""
"1507","32-0528","32-0528",1,"2015-06-20","Q32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.42,12.67,2.2,0.57,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.1,14.54,336611.17,4169885.25,3112.4,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1508","32-0528","32-0528",6,"2020-08-10","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.42,12.67,2.8,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.1,14.54,336611.17,4169885.25,3112.4,"","","","Lauren Walker","","","","","2020-11-02",""
"1509","32-0529","32-0529",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.85,12.1,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.58,14,336611.6,4169884.68,3112.3,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1510","32-0529","32-0529",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.85,12.1,0.7,0.19,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",15.58,14,336611.6,4169884.68,3112.3,"","","","Lauren Walker","","","","","2020-11-02",""
"1511","32-0530","32-0530",1,"2015-06-20","Q32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.57,12.9,0.9,0.32,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",16.22,14.89,336612.32,4169885.48,3112.73,"","","","Aspen Ward","Aspen Ward","Sara Germain","Drew Jensen","","2015-12-14",""
"1512","32-0530","32-0530",6,"2020-08-10","Q32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.57,12.9,1.3,0.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",16.22,14.89,336612.32,4169885.48,3112.73,"","","","Lauren Walker","","","","","2020-11-02",""
