"STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","FRASS","PITCH","EE","MT","CONK","NEC","FLAG","SWELL","SPRT","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","REFERENCE","DISTANCE","AZIMUTH","PLOT_X","PLOT_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","PLOT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","DATA_ENTRY_1","DATA_ENTRY_2","DATA_CHECK","CTFS_DA","UPDATED","DNA","CORED","COOKIE","EST_ESTABLISHMENT","DATABASE_HISTORY"
"33-0243","33-0243",1,"2014-10-08","T33","PIFL",NA,2014,1,1,"A",NA,NA,NA,NA,NA,8.05,19.31,0.4,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.14,20.3,NA,NA,NA,NA,NA,336624.77,4169950.91,3132.05,"Remapped in 2016. From 33-0243 DX = -0.07 m, DY =  0.","","","UFDP","Katie Hogan","Drew Foster","Nichole Novak","","","Meghan Graham","Kacy Severinsen","Tucker Furniss","A","2015-02-09",NA,NA,NA,NA,""
"33-0243","33-0243",6,"2020-08-11","T33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.05,19.31,0.5,0.16,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",8.14,20.3,NA,NA,NA,NA,NA,336624.77,4169950.91,3132.05,"Remapped in 2016. From 33-0243 DX = -0.07 m, DY =  0.","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0247","33-0247",1,"2015-06-20","Q33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.29,5.6,0.7,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",14.6,171,NA,NA,336618.99,4169877.21,3113.99,"","","On log 33-0248","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0247","33-0247",6,"2020-08-04","Q33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.29,5.6,1.1,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",14.6,171,NA,NA,336618.99,4169877.21,3113.99,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0250","33-0250",1,"2015-06-20","Q33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.47,8.98,2.3,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",11.91,158,NA,NA,336621.17,4169880.59,3116.62,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0250","33-0250",6,"2020-08-04","Q33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.47,8.98,2.5,0.62,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",11.91,158,NA,NA,336621.17,4169880.59,3116.62,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0251","33-0251",1,"2015-06-20","Q33","PILO",1.2,2015,1,1,"A",NA,NA,NA,NA,NA,3.19,12.71,7.1,1.59,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",7.97,156.5,NA,NA,336619.89,4169884.32,3118.07,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0251","33-0251",6,"2020-08-04","Q33","PILO",2.3,2020,1,1,"A",NA,NA,NA,NA,NA,3.19,12.71,8.9,1.93,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",7.97,156.5,NA,NA,336619.89,4169884.32,3118.07,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0252","33-0252",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,6.37,14.87,1.7,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",8.17,129,NA,NA,336623.07,4169886.48,3120.31,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0252","33-0252",6,"2020-08-04","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.37,14.87,2.9,0.17,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",8.17,129,NA,NA,336623.07,4169886.48,3120.31,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0263","33-0263",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.37,18.42,0.4,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",8.61,263,NA,NA,336628.07,4169890.03,3123.95,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0263","33-0263",6,"2020-08-04","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.37,18.42,0.7,0.18,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",8.61,263,NA,NA,336628.07,4169890.03,3123.95,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0266","33-0266",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.3,16.95,7.9,1.35,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",4.5,133,NA,NA,336620,4169888.56,3119.22,"","","Nailed at base.","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0266","33-0266",6,"2020-08-11","Q33","PIFL",1.5,2020,1,1,"A",NA,NA,NA,NA,NA,3.3,16.95,8.2,1.65,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",4.5,133,NA,NA,336620,4169888.56,3119.22,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0267","33-0267",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,2.46,17.66,0.6,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",3.4,134,NA,NA,336619.16,4169889.27,3118.87,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0267","33-0267",6,"2020-08-11","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.46,17.66,0.6,0.13,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",3.4,134,NA,NA,336619.16,4169889.27,3118.87,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0277","33-0277",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.59,18.97,4.1,1.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",3.37,261.5,NA,NA,336633.29,4169890.58,3127.04,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0277","33-0277",6,"2020-08-11","Q33","PIFL",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,16.59,18.97,5.3,1.54,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",3.37,261.5,NA,NA,336633.29,4169890.58,3127.04,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0278","33-0278",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,16.6,18.95,2.2,0.6,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0277",0.02,146.5,NA,NA,336633.3,4169890.56,3127.04,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0278","33-0278",6,"2020-08-11","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.6,18.95,2.4,0.75,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0277",0.02,146.5,NA,NA,336633.3,4169890.56,3127.04,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0282","33-0282",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.9,17.23,0.4,0.03,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336631.6,4169888.84,3125.36,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0282","33-0282",6,"2020-08-11","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.9,17.23,0.8,0.07,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336631.6,4169888.84,3125.36,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0283","33-0283",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.05,16.93,0.6,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336627.75,4169888.54,3125.36,"Remapped in 2016. From 33-0284 DX = -0.03 m, DY =  -0.01.","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0283","33-0283",6,"2020-08-11","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.05,16.93,0.8,0.18,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336627.75,4169888.54,3125.36,"Remapped in 2016. From 33-0284 DX = -0.03 m, DY =  -0.01.","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0284","33-0284",1,"2015-06-20","Q33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,11.08,16.94,0.3,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336627.78,4169888.55,3125.36,"Remapped in 2016. From 33-0258 2.3 m at 99 degrees.","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0284","33-0284",6,"2020-08-11","Q33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.08,16.94,0.4,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R34",5.5,246,NA,NA,336627.78,4169888.55,3125.36,"Remapped in 2016. From 33-0258 2.3 m at 99 degrees.","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0291","33-0291",1,"2015-06-20","Q33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,12.46,-4.6,1.3,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0292",2.28,285,NA,NA,336629.16,4169867.01,3106.54,"","","Danger tree. On edge of cliff. ","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0291","33-0291",6,"2020-08-11","Q33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.46,-4.6,1.3,0.26,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0292",2.28,285,NA,NA,336629.16,4169867.01,3106.54,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0293","33-0293",1,"2015-06-20","Q33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,0.6,6.53,2.3,0.43,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",13.5,177.5,NA,NA,336617.3,4169878.14,3113.28,"","","","UFDP","Tucker Furniss","Will Scharffenberger","Joseph Cooper","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0293","33-0293",6,"2020-08-11","Q33","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.6,6.53,2.4,0.62,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"R33",13.5,177.5,NA,NA,336617.3,4169878.14,3113.28,"","","","UFDP","Jake Burgoyne","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0296","33-0296",1,"2015-06-20","P33","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.43,4.9,1.3,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0297",0.23,88,NA,NA,336631.03,4169856.53,3097.41,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0296","33-0296",6,"2020-08-04","P33","PILO",NA,2020,1,2,"A",NA,NA,NA,NA,NA,14.43,4.9,1.4,0.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0297",0.23,88,NA,NA,336631.03,4169856.53,3097.41,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0297","33-0297",1,"2015-06-20","P33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.2,4.89,1.1,0.22,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P33",15.02,71,NA,NA,336630.8,4169856.52,3097.45,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0297","33-0297",6,"2020-08-04","P33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,14.2,4.89,1.7,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"P33",15.02,71,NA,NA,336630.8,4169856.52,3097.45,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0298","33-0298",1,"2015-06-20","P33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,14.44,4.91,0.6,0.17,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0297",0.24,86,NA,NA,336631.04,4169856.54,3097.41,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0298","33-0298",6,"2020-08-04","P33","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,14.44,4.91,0.9,0.21,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"33-0297",0.24,86,NA,NA,336631.04,4169856.54,3097.41,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0311","33-0311",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,6.33,4.01,1.4,0.55,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.33,4.64,"",NA,NA,NA,NA,336623.06,4169815.64,3069.96,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0311","33-0311",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.33,4.01,2.9,0.99,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.33,4.64,"",NA,NA,NA,NA,336623.06,4169815.64,3069.96,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0314","33-0314",1,"2015-06-20","N33","PIFL",NA,2015,68,1,"A",2017,NA,2,NA,NA,3.9,10.15,0.2,0.06,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.95,11.75,"",NA,NA,NA,NA,336620.63,4169821.78,3073.8,"Remapped in 2016. From 33-0314 DX = -0.06 m, DY =  0.","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0315","33-0315",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.86,10.15,0.3,0.06,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.85,11.75,"",NA,NA,NA,NA,336620.59,4169821.78,3073.8,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0315","33-0315",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.86,10.15,0.9,0.51,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.85,11.75,"",NA,NA,NA,NA,336620.59,4169821.78,3073.8,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0316","33-0316",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,3.82,10.15,0.3,0.04,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.75,11.75,"",NA,NA,NA,NA,336620.55,4169821.78,3073.8,"Remapped in 2016. From 33-0316 DX = 0.06 m, DY =  0.","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0316","33-0316",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.82,10.15,0.6,0.21,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",3.75,11.75,"",NA,NA,NA,NA,336620.55,4169821.78,3073.8,"Remapped in 2016. From 33-0316 DX = 0.06 m, DY =  0.","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0317","33-0317",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,5.43,11.88,3,0.91,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.42,13.75,"",NA,NA,NA,NA,336622.16,4169823.51,3074.82,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0317","33-0317",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.43,11.88,5.5,1.19,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",5.42,13.75,"",NA,NA,NA,NA,336622.16,4169823.51,3074.82,"",""," retagged tag = 32-1336 ","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0318","33-0318",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.12,12.45,1.2,0.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.11,14.41,"",NA,NA,NA,NA,336620.85,4169824.08,3075.11,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0318","33-0318",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.12,12.45,2.1,0.53,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.11,14.41,"",NA,NA,NA,NA,336620.85,4169824.08,3075.11,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0319","33-0319",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.11,12.45,0.5,0.14,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.1,14.41,"",NA,NA,NA,NA,336620.84,4169824.08,3075.11,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0319","33-0319",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.11,12.45,1,0.41,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.1,14.41,"",NA,NA,NA,NA,336620.84,4169824.08,3075.11,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0320","33-0320",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.14,12.46,1,0.31,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.13,14.42,"",NA,NA,NA,NA,336620.87,4169824.09,3075.11,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0320","33-0320",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.14,12.46,2,0.47,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.13,14.42,"",NA,NA,NA,NA,336620.87,4169824.09,3075.11,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0321","33-0321",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.13,12.44,0.4,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.12,14.4,"",NA,NA,NA,NA,336620.86,4169824.07,3075.11,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"33-0321","33-0321",6,"2020-08-04","N33","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.13,12.44,0.5,0.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.12,14.4,"",NA,NA,NA,NA,336620.86,4169824.07,3075.11,"","","","UFDP","Jake Burgoyne","Isabella Wetzler","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"33-0322","33-0322",1,"2015-06-20","N33","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,4.14,12.44,0.4,0.09,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",4.13,14.4,"",NA,NA,NA,NA,336620.87,4169824.07,3075.11,"","","","UFDP","Drew Jensen","Joseph Cooper","Tucker Furniss","","","Cherydan Onishi","Meghan Graham","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
